,date,actual_pickup,scheduled_pickup,actual_pickup_boxcox,rolling_std_original,rolling_std_boxcox,scheduled_pickup_lag_7,scheduled_pickup_lag_14,actual_pickup_boxcox_lag_7,actual_pickup_boxcox_lag_14
244,2024-07-02,112,54,4.231476333237389,44.95724661262637,1.9680261951292517,34.0,49.0,0.0,1.3413755795590019
245,2024-07-03,140,85,4.407156702255853,46.91719288816997,1.9762202379805274,14.0,24.0,0.0,0.0
246,2024-07-04,104,69,4.1727928265216985,48.055810465959574,1.9873204436399903,29.0,34.0,0.0,1.3413755795590019
247,2024-07-05,0,94,0.0,48.50448492120357,1.985643275677254,38.0,59.0,0.6817938513425527,0.0
248,2024-07-06,0,70,0.0,48.531776531807836,1.967503702111684,19.0,67.0,0.0,0.0
249,2024-07-07,0,28,0.0,48.531776531807836,1.967503702111684,29.0,26.0,0.0,0.0
250,2024-07-08,100,78,4.141668525531528,49.67989486726988,2.018319393029401,49.0,50.0,1.3413755795590019,4.4237680693607135
251,2024-07-09,0,34,0.0,49.67989486726988,2.018319393029401,49.0,31.0,1.3413755795590019,3.70489048982411
252,2024-07-10,0,14,0.0,49.67989486726988,2.018319393029401,24.0,22.0,0.0,3.7456587050643964
253,2024-07-11,0,29,0.0,49.67989486726988,2.018319393029401,34.0,29.0,1.3413755795590019,3.402739893664362
254,2024-07-12,1,38,0.6817938513425527,49.6536162751053,2.0026506110177587,59.0,50.0,0.0,0.0
255,2024-07-13,0,19,0.0,48.38024675280262,1.9680091761186984,67.0,113.0,0.0,0.0
256,2024-07-14,0,29,0.0,48.42835684933401,1.9866618787367714,26.0,21.0,0.0,0.0
257,2024-07-15,3,49,1.3413755795590019,48.35720773814266,1.9663409958883564,50.0,103.0,4.4237680693607135,3.6618898526628447
258,2024-07-16,3,49,1.3413755795590019,48.2857395478019,1.9447447412243184,31.0,48.0,3.70489048982411,3.0494125308376674
259,2024-07-17,0,24,0.0,48.2857395478019,1.9447447412243184,22.0,1.0,3.7456587050643964,2.83342374043373
260,2024-07-18,3,34,1.3413755795590019,47.59290973949023,1.8903452767636155,29.0,21.0,3.402739893664362,3.4229076408035533
261,2024-07-19,0,59,0.0,47.32786110507857,1.855504297646157,50.0,46.0,0.0,0.0
262,2024-07-20,0,67,0.0,46.796993714229714,1.808280794681061,113.0,103.0,0.0,0.0
263,2024-07-21,0,26,0.0,46.796993714229714,1.808280794681061,21.0,73.0,0.0,0.0
264,2024-07-22,143,50,4.4237680693607135,51.022972063188554,1.8811956419576394,103.0,70.0,3.6618898526628447,0.0
265,2024-07-23,58,31,3.70489048982411,50.86855949235821,1.9072866644157644,48.0,54.0,3.0494125308376674,3.973676075441042
266,2024-07-24,61,22,3.7456587050643964,49.87114430693122,1.8921940154886037,1.0,21.0,2.83342374043373,3.4617755916352477
267,2024-07-25,40,29,3.402739893664362,49.54482470624367,1.877641804902295,21.0,90.0,3.4229076408035533,3.5167362663353328
268,2024-07-26,0,50,0.0,49.34140971479917,1.8426454242708687,46.0,65.0,0.0,0.6817938513425527
269,2024-07-27,0,113,0.0,46.40942234890045,1.7732252230945458,103.0,9.0,0.0,0.0
270,2024-07-28,0,21,0.0,46.40942234890045,1.7732252230945458,73.0,20.0,0.0,0.0
271,2024-07-29,55,103,3.6618898526628447,46.44958953334347,1.811180829614547,70.0,34.0,0.0,3.5513716088072043
272,2024-07-30,26,48,3.0494125308376674,46.16174711329418,1.818170052795429,54.0,15.0,3.973676075441042,3.193967390135574
273,2024-07-31,20,1,2.83342374043373,45.882521150503884,1.81357373583522,21.0,25.0,3.4617755916352477,3.1391943904480786
274,2024-08-01,41,21,3.4229076408035533,43.20488478130125,1.777998497244089,90.0,64.0,3.5167362663353328,3.3389934118434503
275,2024-08-02,0,46,0.0,37.75048146149546,1.7122841637746544,65.0,48.0,0.6817938513425527,0.0
276,2024-08-03,0,103,0.0,34.59792034146016,1.645394422526642,9.0,19.0,0.0,0.0
277,2024-08-04,0,73,0.0,34.59792034146016,1.645394422526642,20.0,24.0,0.0,0.0
278,2024-08-05,0,70,0.0,34.59792034146016,1.645394422526642,34.0,46.0,3.5513716088072043,3.6164046432994454
279,2024-08-06,81,54,3.973676075441042,36.22923503559476,1.7014187367396008,15.0,55.0,3.193967390135574,3.402739893664362
280,2024-08-07,43,21,3.4617755916352477,33.33108038363337,1.667399099615552,25.0,20.0,3.1391943904480786,3.1670437934366173
281,2024-08-08,46,90,3.5167362663353328,33.47196459416601,1.6929171272943317,64.0,51.0,3.3389934118434503,3.600640933727264
282,2024-08-09,1,65,0.6817938513425527,33.45102785218737,1.677096434927077,48.0,32.0,0.0,1.5491069510128672
283,2024-08-10,0,9,0.0,33.45102785218737,1.677096434927077,19.0,22.0,0.0,0.0
284,2024-08-11,0,20,0.0,33.47196459416601,1.6929171272943317,24.0,31.0,0.0,0.0
285,2024-08-12,48,34,3.5513716088072043,33.59043377777831,1.7111255842827635,46.0,43.0,3.6164046432994454,2.9835447193654585
286,2024-08-13,31,15,3.193967390135574,33.35357431431044,1.7086744270469527,55.0,43.0,3.402739893664362,2.9835447193654585
287,2024-08-14,29,25,3.1391943904480786,33.14144191814521,1.7275114995958505,20.0,43.0,3.1670437934366173,2.9835447193654585
288,2024-08-15,37,64,3.3389934118434503,32.96882888670629,1.7496471646102612,51.0,43.0,3.600640933727264,2.9835447193654585
289,2024-08-16,0,48,0.0,32.96882888670629,1.7496471646102612,32.0,43.0,1.5491069510128672,2.9835447193654585
290,2024-08-17,0,19,0.0,33.04368407837213,1.7790548139206641,22.0,43.0,0.0,2.9835447193654585
291,2024-08-18,0,24,0.0,33.04368407837213,1.7790548139206641,31.0,43.0,0.0,2.9835447193654585
292,2024-08-19,52,46,3.6164046432994454,33.03282936855324,1.777501914558734,43.0,43.0,2.9835447193654585,2.9835447193654585
293,2024-08-20,40,55,3.402739893664362,32.70832436488638,1.761190679253167,43.0,43.0,2.9835447193654585,2.9835447193654585
294,2024-08-21,30,20,3.1670437934366173,24.543393427143275,1.716018310502058,43.0,43.0,2.9835447193654585,2.9835447193654585
295,2024-08-22,51,51,3.600640933727264,24.24672036123363,1.7124694118500203,43.0,43.0,2.9835447193654585,2.9835447193654585
296,2024-08-23,4,32,1.5491069510128672,23.50165071238393,1.680082284011931,43.0,43.0,2.9835447193654585,2.9835447193654585
297,2024-08-24,0,22,0.0,23.609003737372397,1.6889548762653495,43.0,43.0,2.9835447193654585,2.9835447193654585
298,2024-08-25,0,31,0.0,23.609003737372397,1.6889548762653495,43.0,43.0,2.9835447193654585,2.9835447193654585
299,2024-08-26,24,43,2.9835447193654585,23.27123921738254,1.6687328741733847,43.0,43.0,2.9835447193654585,2.9835447193654585
